RSHA,BS,RHOB,CALI,DRHO,GR,RDEP,CALI_corr
1.5692,14.75,1.9833,19.07,-0.0025,61.84,1.4901,4.32
1.4893,14.75,1.9364,18.6,-0.0043,60.69,1.5904,3.8500000000000014
1.5522,14.75,1.9181,19.01,-0.0072,61.61,1.6646,4.260000000000002
1.5732,14.75,1.921,18.91,-0.0083,64.74,1.6733,4.16
1.6004,14.75,1.9399,18.68,-0.0057,69.76,1.6389,3.9299999999999997
1.5806,14.75,1.9658,19.59,-0.0036,68.72,1.6221,4.84
1.5641,14.75,1.9978,18.89,-0.0031,66.61,1.6088,4.140000000000001
1.5898,14.75,2.0109,18.07,-0.0065,64.23,1.593,3.3200000000000003
1.5885,14.75,2.0041,17.83,-0.0112,64.62,1.5927,3.0799999999999983
1.5814,14.75,2.002,16.93,-0.0134,64.87,1.5993,2.1799999999999997
1.5755,14.75,2.0099,16.64,-0.0137,62.78,1.5785,1.8900000000000006
1.6076,14.75,2.0239,16.67,-0.0093,63.49,1.5698,1.9200000000000017
1.6187,14.75,2.0339,16.75,-0.0047,65.69,1.5524,2.0
1.6398,14.75,2.0419,16.8,-0.0015,68.2,1.5298,2.0500000000000007
1.6371,14.75,2.0509,16.97,-0.0018,69.57,1.512,2.219999999999999
1.6196,14.75,2.054,17.36,-0.0044,69.85,1.4976,2.6099999999999994
1.5494,14.75,2.0461,17.6,-0.0047,65.97,1.4923,2.8500000000000014
1.524,14.75,2.0351,18.22,-0.0023,62.21,1.4959,3.469999999999999
1.5119,14.75,2.031,19.09,-0.0008,58.27,1.4954,4.34
1.5404,14.75,2.034,18.85,-0.003,61.88,1.5012,4.100000000000001
1.6087,14.75,2.04,18.28,-0.0064,64.46,1.5038,3.530000000000001
1.6094,14.75,2.0499,18.38,-0.0063,66.22,1.5017,3.629999999999999
1.6142,14.75,2.0579,18.72,-0.0023,63.15,1.5118,3.969999999999999
1.606,14.75,2.063,18.96,0.0026,60.56,1.5241,4.210000000000001
1.6302,14.75,2.064,19.4,0.0059,59.3,1.54,4.649999999999999
1.6207,14.75,2.07,19.63,0.0094,59.85,1.555,4.879999999999999
1.617,14.75,2.072,19.78,0.0101,62.99,1.5689,5.030000000000001
1.63,14.75,2.07,19.78,0.0068,66.29,1.5681,5.030000000000001
1.6292,14.75,2.067,19.63,0.0021,68.01,1.5686,4.879999999999999
1.605,14.75,2.065,19.74,0.0032,68.29,1.5631,4.989999999999998
1.5925,14.75,2.071,19.74,0.0099,66.47,1.5514,4.989999999999998
1.608,14.75,2.069,19.71,0.015,64.46,1.5421,4.960000000000001
1.5821,14.75,2.0581,19.63,0.0115,63.27,1.5305,4.879999999999999
1.5555,14.75,2.0481,19.54,0.0076,64.56,1.5232,4.789999999999999
1.5363,14.75,2.043,19.85,0.0029,66.16,1.5256,5.100000000000001
1.5508,14.75,2.043,19.61,0.0015,63.78,1.534,4.859999999999999
1.5506,14.75,2.043,19.28,0.0007,63.19,1.5476,4.530000000000001
1.5732,14.75,2.049,19.61,0.0039,62.79,1.557,4.859999999999999
1.6039,14.75,2.0569,19.55,0.0079,67.2,1.5709,4.800000000000001
1.6325,14.75,2.0659,19.1,0.0115,69.06,1.584,4.350000000000001
1.6659,14.75,2.0749,18.9,0.013,70.96,1.5975,4.149999999999999
1.6794,14.75,2.0839,18.9,0.0183,70.96,1.604,4.149999999999999
1.6837,14.75,2.086,18.83,0.0247,69.35,1.6044,4.079999999999998
1.6649,14.75,2.0791,18.66,0.0263,68.6,1.6103,3.91
1.6226,14.75,2.0701,18.66,0.0178,65.95,1.6148,3.91
1.592,14.75,2.07,18.71,0.0116,64.03,1.6138,3.960000000000001
1.6205,14.75,2.072,18.43,0.0087,62.71,1.6244,3.6799999999999997
1.6756,14.75,2.0651,18.98,0.0075,63.78,1.6298,4.23
1.6466,14.75,2.059,18.64,0.0039,68.03,1.6286,3.8900000000000006
1.6165,14.75,2.064,18.28,0.0077,70.66,1.6505,3.530000000000001
1.6348,14.75,2.0749,18.07,0.0083,74.48,1.6849,3.3200000000000003
1.6603,14.75,2.0849,18.09,0.0122,74.24,1.7125,3.34
1.6784,14.75,2.088,17.94,0.01,76.43,1.7361,3.1900000000000013
1.6873,14.75,2.093,17.76,0.0111,75.16,1.7813,3.0100000000000016
1.7147,14.75,2.1009,17.62,0.0194,73.88,1.8524,2.870000000000001
1.686,14.75,2.1109,17.65,0.0319,71.84,1.8831,2.8999999999999986
1.674,14.75,2.1021,17.67,0.0332,69.52,1.8453,2.9200000000000017
1.6997,14.75,2.0752,18.19,0.0276,67.52,1.7881,3.4400000000000013
1.7305,14.75,2.0611,18.66,0.024,63.35,1.6611,3.91
1.8259,14.75,2.059,18.87,0.0196,60.75,1.4861,4.120000000000001
1.7997,14.75,1.9994,19.12,0.0075,58.08,1.4035,4.370000000000001
1.3926,14.75,1.8581,18.37,0.0059,54.84,1.4015,3.620000000000001
1.0488,14.75,1.7786,19.81,0.0073,55.72,1.3515,5.059999999999999
1.0074,14.75,1.7979,21.86,0.0097,59.3,1.2548,7.109999999999999
1.2524,14.75,1.9101,23.27,0.0065,66.51,1.0815,8.52
1.6172,14.75,2.0152,23.34,0.0092,71.56,0.8829,8.59
1.3995,14.75,2.0438,20.13,0.006,74.2,0.766,5.379999999999999
1.0402,14.75,2.0519,18.84,-0.0006,76.89,0.7077,4.09
0.8213,14.75,2.058,18.4,-0.0082,79.77,0.676,3.6499999999999986
0.7851,14.75,2.0729,18.43,-0.0047,84.09,0.6762,3.6799999999999997
0.7405,14.75,2.074,19.24,-0.0053,84.16,0.706,4.489999999999998
0.6657,14.75,2.078,18.65,-0.0036,81.1,0.7345,3.8999999999999986
0.8015,14.75,2.078,18.09,-0.0056,77.92,0.7708,3.34
1.2334,14.75,2.078,18.42,-0.0024,75.45,0.8278,3.6700000000000017
1.7964,14.75,2.0423,17.99,-0.0028,71.22,0.9298,3.2399999999999984
1.8962,14.75,1.9725,18.29,-0.0029,66.97,1.1322,3.539999999999999
1.6053,14.75,1.8787,18.91,-0.0004,66.77,1.4706,4.16
1.6084,14.75,1.8205,18.93,0.0012,68.18,1.7956,4.18
1.5059,14.75,1.8359,19.42,-0.0026,69.56,1.9253,4.670000000000002
1.7266,14.75,1.9223,20.09,-0.0054,70.3,1.8182,5.34
1.7809,14.75,2.0391,18.38,0.0018,73.71,1.57,3.629999999999999
1.8765,14.75,2.0926,17.95,0.0117,75.93,1.3121,3.1999999999999993
1.6132,14.75,2.1029,18.03,0.0207,77.4,1.2287,3.280000000000001
1.2853,14.75,2.0961,18.52,0.0178,77.13,1.2887,3.7699999999999996
1.0843,14.75,2.0831,18.68,0.0101,75.69,1.3644,3.9299999999999997
1.1093,14.75,2.079,18.35,0.0053,71.92,1.3693,3.6000000000000014
1.3682,14.75,2.081,18.26,0.0059,67.95,1.3179,3.5100000000000016
1.5824,14.75,2.0731,18.4,0.0097,66.22,1.2494,3.6499999999999986
1.7066,14.75,2.0393,18.68,0.0118,64.79,1.2286,3.9299999999999997
1.6408,14.75,1.9775,19.29,0.0118,60.41,1.2788,4.539999999999999
1.5746,14.75,1.8758,19.43,0.0303,53.92,1.3534,4.68
1.4385,14.75,1.741,19.86,0.0364,47.15,1.3475,5.109999999999999
1.242,14.75,1.6378,21.54,0.0525,43.36,1.3217,6.789999999999999
1.1324,14.75,1.511,22.96,0.0267,41.45,1.3943,8.21
0.996,14.75,1.4396,23.15,0.0082,41.71,1.423,8.399999999999999
1.0207,14.75,1.4628,23.2,-0.0025,44.11,1.3759,8.45
1.1465,14.75,1.6089,23.31,-0.0066,50.12,1.384,8.559999999999999
1.5231,14.75,1.8501,22.98,-0.0052,57.34,1.3874,8.23
1.8403,14.75,2.0157,20.64,-0.0099,62.77,1.4411,5.890000000000001
1.7636,14.75,2.0547,19.54,-0.012,64.55,1.5935,4.789999999999999
1.6184,14.75,2.0401,19.7,-0.0114,62.99,1.7327,4.949999999999999
1.4853,14.75,2.0261,19.97,-0.0081,62.1,1.728,5.219999999999999
1.5833,14.75,2.0339,21.53,-0.0054,64.14,1.6155,6.780000000000001
1.7511,14.75,2.037,21.44,-0.0019,64.83,1.4624,6.690000000000001
1.5075,14.75,1.9923,20.86,-0.0012,62.46,1.4221,6.109999999999999
1.135,14.75,1.9027,21.79,-0.0049,58.98,1.4341,7.039999999999999
0.9412,14.75,1.8425,22.35,-0.0085,59.65,1.4364,7.600000000000001
1.1326,14.75,1.8569,22.91,-0.0078,65.51,1.4387,8.16
1.4651,14.75,1.9324,23.29,-0.0047,69.83,1.4073,8.54
1.7974,14.75,2.0024,21.98,-0.0018,72.11,1.3783,7.23
1.8058,14.75,2.0248,20.93,-0.0013,73.68,1.4792,6.18
1.7758,14.75,2.031,20.95,0.0044,76.76,1.6333,6.199999999999999
1.747,14.75,2.0399,21.33,0.0123,80.38,1.7391,6.579999999999998
1.7442,14.75,2.0519,21.17,0.0208,81.12,1.8256,6.420000000000002
1.7167,14.75,2.0639,20.74,0.0291,78.73,1.8709,5.989999999999998
1.6507,14.75,2.07,21.07,0.0302,77.73,1.821,6.32
1.6682,14.75,2.07,21.99,0.024,79.02,1.8058,7.239999999999998
1.662,14.75,2.065,22.29,0.0158,79.46,1.82,7.539999999999999
1.7005,14.75,2.063,22.13,0.0153,79.71,1.8891,7.379999999999999
1.72,14.75,2.062,22.12,0.0167,79.41,1.9687,7.370000000000001
1.7084,14.75,2.066,21.83,0.0149,79.53,1.9661,7.079999999999998
1.7156,14.75,2.0799,21.6,0.0116,73.87,1.9213,6.850000000000001
1.7605,14.75,2.0939,21.52,0.0074,65.47,1.7944,6.77
1.9018,14.75,2.097,21.42,0.0065,60.43,1.5809,6.670000000000002
1.8027,14.75,2.0464,21.38,0.0031,58.76,1.4423,6.629999999999999
1.405,14.75,1.9001,22.13,-0.0022,59.39,1.4355,7.379999999999999
1.0732,14.75,1.7293,22.13,-0.0059,57.54,1.3904,7.379999999999999
0.9489,14.75,1.6347,21.67,-0.0049,56.24,1.3808,6.920000000000002
1.0082,14.75,1.635,23.07,-0.0012,56.53,1.3657,8.32
1.0921,14.75,1.7124,23.31,-0.0019,57.55,1.2034,8.559999999999999
1.286,14.75,1.8182,22.28,-0.0054,57.98,1.1108,7.530000000000001
1.2931,14.75,1.9063,21.24,-0.0041,55.0,1.0994,6.489999999999998
1.2341,14.75,1.9348,22.0,0.0019,50.3,1.0505,7.25
1.109,14.75,1.8993,21.82,0.017,44.42,1.0135,7.07
1.1372,14.75,1.8365,22.56,0.041,39.15,0.962,7.809999999999999
1.096,14.75,1.7308,22.82,0.046,37.33,0.8782,8.07
0.9978,14.75,1.6566,23.05,0.0415,40.86,0.8,8.3
0.8865,14.75,1.659,23.34,0.0205,44.55,0.7826,8.59
0.8455,14.75,1.7473,23.35,0.0109,44.28,0.7777,8.600000000000001
0.8046,14.75,1.8274,22.98,0.0101,43.55,0.7872,8.23
0.8668,14.75,1.83,21.87,0.0103,45.1,0.8059,7.120000000000001
0.9736,14.75,1.8181,21.66,0.0099,48.68,0.8462,6.91
1.2273,14.75,1.8696,22.52,0.0109,50.87,0.8795,7.77
1.5583,14.75,1.9226,23.29,0.0081,51.73,0.938,8.54
1.373,14.75,1.8873,23.3,0.0021,52.74,1.1033,8.55
0.9643,14.75,1.7302,23.32,-0.0099,52.45,1.2568,8.57
0.8518,14.75,1.6536,23.34,-0.0094,53.02,1.2909,8.59
1.1035,14.75,1.6957,23.34,-0.0036,54.16,1.3245,8.59
1.3821,14.75,1.8369,23.19,0.0029,55.48,1.2673,8.440000000000001
1.3312,14.75,1.959,22.34,0.0081,55.96,1.2394,7.59
1.2736,14.75,1.9977,21.62,0.0057,57.97,1.3655,6.870000000000001
1.3545,14.75,2.0317,22.9,0.0065,60.92,1.4935,8.149999999999999
1.5348,14.75,2.0687,21.91,0.0051,65.06,1.5254,7.16
1.6166,14.75,2.0928,20.93,0.0059,66.27,1.6131,6.18
1.5994,14.75,2.099,20.13,0.004,64.81,1.6939,5.379999999999999
1.5405,14.75,2.103,20.22,0.0078,62.79,1.6851,5.469999999999999
1.5508,14.75,2.101,20.46,0.0106,61.47,1.7011,5.710000000000001
1.6553,14.75,2.0941,20.32,0.0098,64.49,1.7437,5.57
1.7437,14.75,2.094,20.65,0.0096,68.99,1.7772,5.899999999999999
1.7798,14.75,2.092,19.76,0.0092,72.92,1.74,5.010000000000002
1.7383,14.75,2.093,19.15,0.0168,76.16,1.6815,4.399999999999999
1.7008,14.75,2.0821,19.6,0.0145,78.31,1.5869,4.850000000000001
1.6877,14.75,2.078,19.36,0.0134,80.7,1.459,4.609999999999999
1.7324,14.75,2.081,20.92,0.0215,82.5,1.3492,6.170000000000002
1.5397,14.75,2.0711,19.75,0.0169,84.04,1.3188,5.0
1.2127,14.75,2.074,19.26,0.0207,84.86,1.2878,4.510000000000002
1.0821,14.75,2.0671,18.87,0.0075,85.68,1.2542,4.120000000000001
1.3229,14.75,2.0819,18.96,0.0087,85.49,1.1995,4.210000000000001
1.7581,14.75,2.082,19.26,0.0074,83.42,1.1302,4.510000000000002
1.7156,14.75,2.0621,19.14,0.0102,72.92,1.1665,4.390000000000001
1.473,14.75,1.9271,19.2,0.0068,62.24,1.3368,4.449999999999999
1.2118,14.75,1.799,19.19,0.0001,56.2,1.4911,4.440000000000001
1.4235,14.75,1.7722,20.52,-0.0015,61.79,1.6171,5.77
1.6295,14.75,1.8692,23.14,0.0005,68.27,1.657,8.39
1.7737,14.75,2.0188,21.08,0.0123,76.63,1.5829,6.329999999999998
1.6229,14.75,2.0974,19.45,0.0325,80.13,1.5662,4.699999999999999
1.5569,14.75,2.0881,19.52,0.027,80.25,1.5746,4.77
1.4729,14.75,2.1009,19.66,0.0338,73.07,1.5005,4.91
1.423,14.75,2.0921,20.07,0.0221,63.04,1.4086,5.32
1.3361,14.75,2.095,20.57,0.0233,54.43,1.3287,5.82
1.2114,14.75,2.0623,22.41,0.0195,47.64,1.2263,7.66
1.104,14.75,2.0392,23.34,0.0446,43.02,1.1331,8.59
1.0309,14.75,1.9983,23.34,0.0523,39.78,1.0891,8.59
0.9695,14.75,1.9057,23.34,0.0435,38.84,1.0599,8.59
0.9048,14.75,1.8167,23.34,0.0155,40.1,1.0175,8.59
1.0044,14.75,1.8011,23.34,0.0187,40.28,0.9955,8.59
1.0718,14.75,1.8923,23.34,0.0383,38.86,0.9872,8.59
1.1466,14.75,2.014,23.34,0.0598,36.9,0.9787,8.59
1.1328,14.75,2.0894,23.34,0.0648,36.5,1.001,8.59
1.1275,14.75,2.088,23.34,0.044,36.31,1.0279,8.59
1.107,14.75,2.086,23.34,0.0364,35.52,1.0412,8.59
1.0789,14.75,2.083,23.34,0.0335,34.01,1.0451,8.59
1.0481,14.75,2.0909,23.34,0.0413,33.97,1.0457,8.59
1.0091,14.75,2.0831,23.34,0.0381,34.62,1.0291,8.59
0.9969,14.75,2.0562,23.34,0.0186,36.17,1.0162,8.59
1.0088,14.75,2.0491,23.34,0.0175,36.03,1.0058,8.59
1.0198,14.75,2.049,23.34,0.0236,35.27,1.0031,8.59
1.0305,14.75,2.0688,23.34,0.0416,33.16,1.0041,8.59
1.037,14.75,2.072,23.34,0.0398,33.25,1.0062,8.59
1.0376,14.75,2.074,23.34,0.0373,33.36,1.0094,8.59
1.0314,14.75,2.073,23.34,0.034,33.97,1.0151,8.59
1.0236,14.75,2.0621,23.34,0.029,33.54,1.0166,8.59
1.0184,14.75,2.0551,23.34,0.0275,34.56,1.0248,8.59
1.0236,14.75,2.057,23.34,0.0364,34.84,1.0368,8.59
1.0299,14.75,2.0739,23.34,0.0699,35.44,1.0475,8.59
1.0165,14.75,2.068,23.34,0.0947,34.13,1.0548,8.59
1.0097,14.75,2.0501,23.34,0.1204,33.11,1.0511,8.59
1.0193,14.75,2.0173,23.34,0.1278,32.62,1.025,8.59
1.0345,14.75,1.9932,23.34,0.1365,30.73,0.9971,8.59
1.0138,14.75,1.9117,23.34,0.1237,29.76,0.9854,8.59
0.9678,14.75,1.7374,23.34,0.0899,28.91,1.0051,8.59
0.9115,14.75,1.493,23.34,0.0291,29.73,1.0483,8.59
0.8932,14.75,1.3452,23.34,0.001,29.68,1.0934,8.59
0.937,14.75,1.3232,23.34,-0.009,31.31,1.1123,8.59
1.0027,14.75,1.448,23.34,0.0107,34.77,1.1036,8.59
1.014,14.75,1.6643,23.34,0.0559,37.9,1.0962,8.59
1.0023,14.75,1.8634,23.34,0.1109,37.84,1.0694,8.59
1.0118,14.75,1.9434,23.34,0.1305,33.87,1.0169,8.59
1.0845,14.75,1.949,23.34,0.1248,31.23,0.9472,8.59
1.061,14.75,1.9202,23.34,0.1275,29.58,0.9087,8.59
0.9302,14.75,1.7613,23.34,0.1067,28.96,0.9211,8.59
0.7206,14.75,1.5021,23.34,0.0504,28.96,0.9904,8.59
0.6675,14.75,1.3175,23.34,0.0018,29.98,1.0455,8.59
0.6942,14.75,1.2962,23.34,-0.0149,31.5,0.9989,8.59
0.8387,14.75,1.4398,23.34,-0.0073,31.04,0.9178,8.59
1.037,14.75,1.6731,23.34,0.0031,31.59,0.8882,8.59
1.1079,14.75,1.8833,23.34,0.0177,32.87,0.9211,8.59
1.071,14.75,1.9792,23.34,0.0325,34.65,1.0214,8.59
1.0445,14.75,2.0117,23.34,0.0426,35.27,1.1379,8.59
1.0491,14.75,2.0338,23.34,0.0415,36.76,1.2067,8.59
1.0512,14.75,2.0459,23.34,0.0268,37.81,1.2167,8.59
1.0539,14.75,2.0569,23.34,0.0124,38.56,1.1843,8.59
1.0527,14.75,2.062,23.34,0.0065,37.29,1.1331,8.59
1.0492,14.75,2.056,23.34,0.0056,35.61,1.0931,8.59
1.0503,14.75,2.0401,23.34,0.0083,33.03,1.079,8.59
1.0423,14.75,2.0251,23.34,0.0168,33.18,1.0643,8.59
1.0567,14.75,2.0181,23.34,0.0298,33.91,1.0547,8.59
1.0394,14.75,2.017,23.34,0.0397,35.93,1.0504,8.59
1.0159,14.75,2.0021,23.34,0.0277,35.82,1.0414,8.59
0.9886,14.75,1.9802,23.34,0.0098,36.13,1.0322,8.59
0.9957,14.75,1.977,23.34,0.0122,35.1,1.0203,8.59
1.0049,14.75,1.9879,23.34,0.0384,33.91,1.0104,8.59
1.0033,14.75,2.0098,23.34,0.0796,33.7,1.0017,8.59
0.9953,14.75,2.0001,23.34,0.1007,32.78,0.9979,8.59
0.9998,14.75,1.9613,23.34,0.099,32.11,0.9959,8.59
1.0101,14.75,1.9303,23.34,0.0997,31.78,0.9939,8.59
1.0121,14.75,1.9052,23.34,0.0931,31.48,0.9919,8.59
1.0129,14.75,1.901,23.34,0.0964,31.44,0.9912,8.59
1.0007,14.75,1.8941,23.34,0.1004,32.11,0.9941,8.59
1.021,14.75,1.891,23.34,0.1033,32.81,0.9965,8.59
1.009,14.75,1.891,23.34,0.1003,33.57,1.004,8.59
1.0072,14.75,1.8791,23.34,0.0862,32.59,1.0169,8.59
0.9841,14.75,1.8879,23.34,0.0792,33.1,1.0169,8.59
0.9717,14.75,1.9039,23.34,0.054,33.79,1.0149,8.59
0.9672,14.75,1.9486,23.34,0.0319,34.47,1.0131,8.59
0.9709,14.75,1.9807,23.34,0.017,34.03,1.0011,8.59
0.9794,14.75,1.984,23.34,0.0223,33.11,0.9899,8.59
0.9465,14.75,1.9493,23.34,0.0452,31.48,1.002,8.59
0.9379,14.75,1.8558,23.34,0.0664,30.67,1.016,8.59
0.9263,14.75,1.731,23.34,0.0721,30.76,1.0316,8.59
0.9668,14.75,1.6268,23.34,0.0615,31.99,1.0531,8.59
0.9682,14.75,1.5675,23.34,0.049,32.89,1.0546,8.59
0.9813,14.75,1.5561,23.34,0.0463,33.06,1.0366,8.59
0.9595,14.75,1.5679,23.34,0.046,31.31,1.0307,8.59
0.9389,14.75,1.568,23.34,0.0392,28.9,1.025,8.59
0.9222,14.75,1.5452,23.34,0.0354,27.82,1.0119,8.59
0.8986,14.75,1.4825,23.34,0.021,27.84,1.0102,8.59
0.8901,14.75,1.4106,23.34,0.0061,29.1,1.0117,8.59
0.8658,14.75,1.3564,23.34,-0.0038,27.64,1.0077,8.59
0.8614,14.75,1.3223,23.34,-0.0094,28.48,1.0037,8.59
0.8542,14.75,1.3121,23.34,-0.0077,27.97,0.9991,8.59
0.8556,14.75,1.31,23.34,-0.0046,29.94,0.9862,8.59
0.8507,14.75,1.305,23.34,-0.0023,29.03,0.9757,8.59
0.8464,14.75,1.2941,23.34,-0.0057,30.0,0.9704,8.59
0.8389,14.75,1.2871,23.34,-0.0073,29.34,0.9626,8.59
0.8365,14.75,1.288,23.34,-0.0069,28.71,0.9568,8.59
0.8291,14.75,1.286,23.34,-0.0103,26.37,0.9538,8.59
0.8169,14.75,1.28,23.34,-0.0141,24.82,0.9512,8.59
0.8025,14.75,1.2731,23.34,-0.0133,25.07,0.9533,8.59
0.7959,14.75,1.268,23.34,-0.0071,26.67,0.9566,8.59
0.7942,14.75,1.2581,23.34,-0.0058,26.94,0.9516,8.59
0.7969,14.75,1.2441,23.34,-0.0098,26.98,0.946,8.59
0.7957,14.75,1.2341,23.34,-0.0102,25.14,0.9454,8.59
0.7915,14.75,1.232,23.34,-0.0037,24.19,0.9377,8.59
0.7847,14.75,1.231,23.34,0.0018,22.74,0.9332,8.59
0.781,14.75,1.225,23.34,0.0018,25.77,0.9346,8.59
0.7803,14.75,1.219,23.34,-0.0023,28.55,0.9286,8.59
0.7702,14.75,1.215,23.34,-0.0053,29.65,0.9234,8.59
0.7594,14.75,1.212,23.34,-0.0075,25.81,0.9283,8.59
0.7509,14.75,1.21,23.34,-0.009,24.61,0.9322,8.59
0.7488,14.75,1.211,23.34,-0.0081,24.34,0.9356,8.59
0.7463,14.75,1.215,23.34,-0.0039,25.8,0.9435,8.59
0.7501,14.75,1.219,23.34,-0.0023,26.66,0.936,8.59
0.7511,14.75,1.219,23.34,-0.0059,28.09,0.9225,8.59
0.7522,14.75,1.216,23.34,-0.0108,29.23,0.9155,8.59
0.7411,14.75,1.212,23.34,-0.0129,27.49,0.9089,8.59
0.7283,14.75,1.209,23.34,-0.0112,25.38,0.9061,8.59
0.7191,14.75,1.209,23.34,-0.009,24.81,0.8934,8.59
0.7204,14.75,1.209,23.34,-0.006,25.92,0.8711,8.59
0.7263,14.75,1.21,23.34,-0.0039,25.42,0.8436,8.59
0.7308,14.75,1.207,23.34,-0.0055,24.31,0.81,8.59
0.7285,14.75,1.204,23.34,-0.0078,21.89,0.7809,8.59
0.7209,14.75,1.202,23.34,-0.0088,22.51,0.7512,8.59
0.7065,14.75,1.202,23.34,-0.0079,22.5,0.7262,8.59
0.6998,14.75,1.201,23.34,-0.0063,23.72,0.7144,8.59
0.6953,14.75,1.201,23.34,-0.0048,23.29,0.7222,8.59
0.671,14.75,1.204,23.34,-0.002,24.3,0.7685,8.59
0.6441,14.75,1.2099,23.34,-0.0016,30.36,0.8449,8.59
0.6476,14.75,1.2279,23.34,-0.0075,40.33,0.9001,8.59
0.7015,14.75,1.3024,23.34,-0.0104,48.3,0.9318,8.59
0.8205,14.75,1.4637,23.34,-0.0032,50.72,0.9591,8.59
0.943,14.75,1.6941,23.34,0.0077,47.92,1.0037,8.59
1.0624,14.75,1.8904,22.37,0.0113,45.81,1.0578,7.620000000000001
1.0464,14.75,1.9654,21.56,0.0052,41.01,1.1232,6.809999999999999
1.0102,14.75,1.9591,22.26,0.0121,37.12,1.1536,7.510000000000002
0.9723,14.75,1.9521,22.96,0.058,33.31,1.1333,8.21
0.961,14.75,1.9659,23.24,0.1139,34.09,1.0809,8.489999999999998
0.9595,14.75,1.9888,23.34,0.1378,33.64,1.0097,8.59
0.9536,14.75,2.0088,23.34,0.1276,32.98,0.948,8.59
0.9607,14.75,1.9822,23.33,0.1006,32.04,0.9049,8.579999999999998
0.9568,14.75,1.8501,23.34,0.0706,33.12,0.8883,8.59
0.9418,14.75,1.6854,23.34,0.0387,35.18,0.8916,8.59
0.9398,14.75,1.6096,23.34,0.0324,36.53,0.9007,8.59
0.9524,14.75,1.6546,23.34,0.0465,40.17,0.9102,8.59
0.9847,14.75,1.7661,23.24,0.0665,44.29,0.9136,8.489999999999998
1.0092,14.75,1.8354,22.97,0.0571,48.28,0.9219,8.219999999999999
1.0265,14.75,1.834,22.83,0.0209,50.63,0.9366,8.079999999999998
1.0358,14.75,1.831,22.64,-0.0009,53.53,0.974,7.890000000000001
1.0613,14.75,1.8518,22.56,-0.0084,56.63,1.0339,7.809999999999999
1.0979,14.75,1.8877,22.03,-0.0089,63.64,1.1331,7.280000000000001
1.1791,14.75,1.9227,21.72,-0.0106,69.39,1.2637,6.969999999999999
1.2548,14.75,1.9597,21.61,-0.0088,75.81,1.3987,6.859999999999999
1.3508,14.75,2.0046,20.63,-0.0001,77.04,1.4813,5.879999999999999
1.4412,14.75,2.0407,19.7,0.0087,81.68,1.5139,4.949999999999999
1.6047,14.75,2.0579,20.67,0.0122,81.79,1.4996,5.920000000000002
1.664,14.75,2.0471,20.2,0.01,78.69,1.4683,5.449999999999999
1.5159,14.75,1.9667,20.17,0.0044,69.85,1.4607,5.420000000000002
1.1775,14.75,1.8073,19.71,-0.0027,60.47,1.5121,4.960000000000001
0.9853,14.75,1.6473,20.15,-0.008,54.99,1.5764,5.399999999999999
0.9544,14.75,1.5994,22.37,-0.0082,53.68,1.5235,7.620000000000001
1.1577,14.75,1.6793,23.29,-0.0026,57.83,1.377,8.54
1.4726,14.75,1.8466,23.34,0.0058,59.27,1.2213,8.59
1.5214,14.75,1.9194,21.11,0.0262,55.51,1.113,6.359999999999999
1.3279,14.75,1.8079,20.58,0.037,48.75,1.083,5.829999999999998
1.172,14.75,1.6622,22.17,0.0446,42.78,1.0964,7.420000000000002
1.0977,14.75,1.5063,23.17,0.0219,38.06,1.1287,8.420000000000002
1.0622,14.75,1.393,23.34,0.0031,35.99,1.1393,8.59
1.034,14.75,1.3137,23.34,-0.0077,36.64,1.1314,8.59
0.982,14.75,1.2842,23.34,-0.0113,39.66,1.1349,8.59
0.9875,14.75,1.3336,22.88,-0.0165,45.44,1.1193,8.129999999999999
1.1076,14.75,1.4708,23.0,-0.0081,51.14,1.0975,8.25
1.2644,14.75,1.6634,22.44,0.0077,53.68,1.1074,7.690000000000001
1.3093,14.75,1.7433,20.76,0.0295,52.73,1.1712,6.010000000000002
1.2066,14.75,1.6201,18.2,0.0153,52.75,1.2884,3.4499999999999993
1.099,14.75,1.4861,20.15,0.0044,56.5,1.4323,5.399999999999999
1.1607,14.75,1.4086,22.29,-0.0027,60.63,1.5067,7.539999999999999
1.2344,14.75,1.4566,19.79,0.0002,62.13,1.4879,5.039999999999999
1.3789,14.75,1.575,19.64,-0.0008,64.21,1.3874,4.890000000000001
1.5055,14.75,1.7634,19.1,0.0051,63.4,1.2549,4.350000000000001
1.5707,14.75,1.8532,18.09,0.0188,58.88,1.1722,3.34
1.2439,14.75,1.7182,18.36,0.02,52.26,1.1983,3.6099999999999994
0.9242,14.75,1.5623,19.57,0.0117,47.78,1.2423,4.82
0.8029,14.75,1.5164,22.06,-0.0016,47.73,1.2461,7.309999999999999
0.911,14.75,1.6092,23.19,-0.0063,46.96,1.2009,8.440000000000001
1.116,14.75,1.7637,23.34,-0.0001,48.56,1.0885,8.59
1.2404,14.75,1.8156,22.52,0.0062,50.02,0.9861,7.77
1.2317,14.75,1.7684,23.1,0.0201,51.05,0.9713,8.350000000000001
1.1153,14.75,1.6302,23.33,0.0197,47.68,1.0029,8.579999999999998
0.9686,14.75,1.4793,23.34,0.0089,45.69,1.0443,8.59
0.9031,14.75,1.4235,23.34,0.0008,47.1,1.0892,8.59
0.892,14.75,1.4775,23.34,0.004,50.15,1.1044,8.59
