x,t,u
4.442656277803748,0.07200000000000001,-0.9796643629663857
4.442656277803748,0.073,-0.9798519000339934
4.442656277803748,0.074,-0.9800385105431514
4.442656277803748,0.075,-0.9802241928989326
4.442656277803748,0.076,-0.9804089455172127
4.442656277803748,0.077,-0.9805927668247238
4.442656277803748,0.078,-0.980775655259107
4.442656277803748,0.079,-0.9809576092689644
4.442656277803748,0.08,-0.9811386273139114
4.442656277803748,0.081,-0.9813187078646286
4.442656277803748,0.082,-0.9814978494029121
4.442656277803748,0.083,-0.9816760504217249
4.442656277803748,0.084,-0.9818533094252472
4.442656277803748,0.085,-0.9820296249289263
4.442656277803748,0.08600000000000001,-0.9822049954595263
4.442656277803748,0.08700000000000001,-0.9823794195551769
4.442656277803748,0.088,-0.9825528957654225
4.442656277803748,0.089,-0.9827254226512703
4.442656277803748,0.09,-0.9828969987852381
4.442656277803748,0.091,-0.9830676227514021
4.442656277803748,0.092,-0.9832372931454438
4.442656277803748,0.093,-0.9834060085746963
4.442656277803748,0.094,-0.9835737676581906
4.442656277803748,0.095,-0.9837405690267016
4.442656277803748,0.096,-0.9839064113227931
4.442656277803748,0.097,-0.9840712932008625
4.442656277803748,0.098,-0.9842352133271856
4.442656277803748,0.099,-0.9843981703799599
4.442656277803748,0.1,-0.9845601630493487
4.442656277803748,0.101,-0.9847211900375235
4.442656277803748,0.10200000000000001,-0.9848812500587069
4.442656277803748,0.10300000000000001,-0.9850403418392146
4.442656277803748,0.10400000000000001,-0.985198464117497
4.442656277803748,0.105,-0.98535561564418
4.442656277803748,0.106,-0.9855117951821059
4.442656277803748,0.107,-0.9856670015063737
4.442656277803748,0.108,-0.9858212334043785
4.442656277803748,0.109,-0.9859744896758509
4.442656277803748,0.11,-0.9861267691328952
4.442656277803748,0.111,-0.9862780706000284
4.442656277803748,0.112,-0.986428392914217
4.442656277803748,0.113,-0.9865777349249152
4.442656277803748,0.114,-0.9867260954941006
4.442656277803748,0.115,-0.9868734734963112
4.442656277803748,0.116,-0.9870198678186805
4.442656277803748,0.117,-0.987165277360973
4.442656277803748,0.11800000000000001,-0.9873097010356192
4.442656277803748,0.11900000000000001,-0.987453137767749
4.442656277803748,0.12,-0.9875955864952259
4.442656277803748,0.121,-0.98773704616868
4.442656277803748,0.122,-0.9878775157515404
4.442656277803748,0.123,-0.9880169942200675
4.442656277803748,0.124,-0.9881554805633848
4.442656277803748,0.125,-0.9882929737835093
4.442656277803748,0.126,-0.9884294728953826
4.442656277803748,0.127,-0.9885649769269005
4.442656277803748,0.128,-0.9886994849189424
4.442656277803748,0.129,-0.9888329959254006
4.442656277803748,0.13,-0.9889655090132083
4.442656277803748,0.131,-0.9890970232623675
4.442656277803748,0.132,-0.9892275377659762
4.442656277803748,0.133,-0.9893570516302552
4.442656277803748,0.134,-0.9894855639745747
4.442656277803748,0.135,-0.989613073931479
4.442656277803748,0.136,-0.9897395806467124
4.442656277803748,0.137,-0.9898650832792435
4.442656277803748,0.138,-0.989989581001289
4.442656277803748,0.139,-0.9901130729983372
4.442656277803748,0.14,-0.9902355584691711
4.442656277803748,0.14100000000000001,-0.9903570366258905
4.442656277803748,0.14200000000000002,-0.9904775066939336
4.442656277803748,0.14300000000000002,-0.9905969679120987
4.442656277803748,0.14400000000000002,-0.9907154195325643
4.442656277803748,0.145,-0.9908328608209093
4.442656277803748,0.146,-0.9909492910561327
4.442656277803748,0.147,-0.9910647095306725
4.442656277803748,0.148,-0.9911791155504237
4.442656277803748,0.149,-0.9912925084347567
4.442656277803748,0.15,-0.9914048875165339
4.442656277803748,0.151,-0.9915162521421268
4.442656277803748,0.152,-0.991626601671432
4.442656277803748,0.153,-0.9917359354778866
4.442656277803748,0.154,-0.9918442529484832
4.442656277803748,0.155,-0.9919515534837842
4.442656277803748,0.156,-0.9920578364979358
4.442656277803748,0.157,-0.9921631014186809
4.442656277803748,0.158,-0.9922673476873722
4.442656277803748,0.159,-0.9923705747589838
4.442656277803748,0.16,-0.9924727821021229
4.442656277803748,0.161,-0.9925739691990405
4.442656277803748,0.162,-0.9926741355456423
4.442656277803748,0.163,-0.992773280651498
4.442656277803748,0.164,-0.9928714040398501
4.442656277803748,0.165,-0.9929685052476235
4.442656277803748,0.166,-0.9930645838254326
4.442656277803748,0.167,-0.9931596393375892
4.442656277803748,0.168,-0.9932536713621094
4.442656277803748,0.169,-0.9933466794907194
4.442656277803748,0.17,-0.9934386633288618
4.442656277803748,0.171,-0.9935296224957001
4.442656277803748,0.17200000000000001,-0.9936195566241239
4.442656277803748,0.17300000000000001,-0.9937084653607524
4.442656277803748,0.17400000000000002,-0.9937963483659379
4.442656277803748,0.17500000000000002,-0.9938832053137684
4.442656277803748,0.176,-0.9939690358920702
4.442656277803748,0.177,-0.9940538398024094
4.442656277803748,0.178,-0.9941376167600926
4.442656277803748,0.179,-0.994220366494168
4.442656277803748,0.18,-0.9943020887474249
4.442656277803748,0.181,-0.9943827832763928
4.442656277803748,0.182,-0.9944624498513409
4.442656277803748,0.183,-0.9945410882562755
4.442656277803748,0.184,-0.994618698288938
4.442656277803748,0.185,-0.9946952797608019
4.442656277803748,0.186,-0.9947708324970689
4.442656277803748,0.187,-0.9948453563366655
4.442656277803748,0.188,-0.9949188511322375
4.442656277803748,0.189,-0.9949913167501454
4.442656277803748,0.19,-0.9950627530704578
4.442656277803748,0.191,-0.9951331599869457
4.442656277803748,0.192,-0.9952025374070754
4.442656277803748,0.193,-0.9952708852520005
4.442656277803748,0.194,-0.9953382034565541
4.442656277803748,0.195,-0.9954044919692404
4.442656277803748,0.196,-0.9954697507522249
4.442656277803748,0.197,-0.9955339797813249
4.442656277803748,0.198,-0.9955971790459991
4.442656277803748,0.199,-0.9956593485493368
4.506122796058087,0.0,-0.9788024462147787
4.506122796058087,0.001,-0.9789948170639524
4.506122796058087,0.002,-0.9791863054656875
4.506122796058087,0.003,-0.9793769096394666
4.506122796058087,0.004,-0.979566627813895
4.506122796058087,0.005,-0.9797554582267609
4.506122796058087,0.006,-0.9799433991250944
4.506122796058087,0.007,-0.9801304487652274
4.506122796058087,0.008,-0.9803166054128519
4.506122796058087,0.009000000000000001,-0.9805018673430794
4.506122796058087,0.01,-0.980686232840499
4.506122796058087,0.011,-0.9808697001992359
4.506122796058087,0.012,-0.981052267723009
4.506122796058087,0.013000000000000001,-0.9812339337251887
4.506122796058087,0.014,-0.9814146965288545
4.506122796058087,0.015,-0.9815945544668516
4.506122796058087,0.016,-0.9817735058818481
4.506122796058087,0.017,-0.9819515491263913
4.506122796058087,0.018000000000000002,-0.9821286825629639
4.506122796058087,0.019,-0.98230490456404
4.506122796058087,0.02,-0.9824802135121403
4.506122796058087,0.021,-0.982654607799888
4.506122796058087,0.022,-0.982828085830063
4.506122796058087,0.023,-0.9830006460156571
4.506122796058087,0.024,-0.9831722867799277
4.506122796058087,0.025,-0.9833430065564526
4.506122796058087,0.026000000000000002,-0.9835128037891825
4.506122796058087,0.027,-0.9836816769324954
4.506122796058087,0.028,-0.9838496244512489
4.506122796058087,0.029,-0.9840166448208327
4.506122796058087,0.03,-0.9841827365272212
4.506122796058087,0.031,-0.9843478980670253
4.506122796058087,0.032,-0.9845121279475437
4.506122796058087,0.033,-0.9846754246868146
4.506122796058087,0.034,-0.9848377868136655
4.506122796058087,0.035,-0.9849992128677648
4.506122796058087,0.036000000000000004,-0.9851597013996711
4.506122796058087,0.037,-0.9853192509708831
4.506122796058087,0.038,-0.9854778601538888
4.506122796058087,0.039,-0.9856355275322147
4.506122796058087,0.04,-0.9857922517004739
4.506122796058087,0.041,-0.9859480312644145
4.506122796058087,0.042,-0.9861028648409674
4.506122796058087,0.043000000000000003,-0.9862567510582935
4.506122796058087,0.044,-0.9864096885558303
4.506122796058087,0.045,-0.9865616759843393
4.506122796058087,0.046,-0.9867127120059513
4.506122796058087,0.047,-0.9868627952942124
4.506122796058087,0.048,-0.9870119245341293
4.506122796058087,0.049,-0.9871600984222142
4.506122796058087,0.05,-0.9873073156665291
4.506122796058087,0.051000000000000004,-0.9874535749867299
4.506122796058087,0.052000000000000005,-0.9875988751141102
4.506122796058087,0.053,-0.9877432147916438
4.506122796058087,0.054,-0.9878865927740283
4.506122796058087,0.055,-0.9880290078277266
4.506122796058087,0.056,-0.9881704587310092
4.506122796058087,0.057,-0.9883109442739954
4.506122796058087,0.058,-0.9884504632586941
4.506122796058087,0.059000000000000004,-0.9885890144990448
4.506122796058087,0.06,-0.9887265968209569
4.506122796058087,0.061,-0.9888632090623497
4.506122796058087,0.062,-0.9889988500731917
4.506122796058087,0.063,-0.9891335187155387
4.506122796058087,0.064,-0.9892672138635723
4.506122796058087,0.065,-0.9893999344036376
4.506122796058087,0.066,-0.9895316792342802
4.506122796058087,0.067,-0.9896624472662834
4.506122796058087,0.068,-0.989792237422704
4.506122796058087,0.069,-0.9899210486389081
4.506122796058087,0.07,-0.9900488798626069
4.506122796058087,0.07100000000000001,-0.9901757300538911
4.506122796058087,0.07200000000000001,-0.9903015981852653
4.506122796058087,0.073,-0.9904264832416818
4.506122796058087,0.074,-0.9905503842205741
4.506122796058087,0.075,-0.9906733001318894
4.506122796058087,0.076,-0.9907952299981214
4.506122796058087,0.077,-0.990916172854342
4.506122796058087,0.078,-0.9910361277482324
4.506122796058087,0.079,-0.991155093740114
4.506122796058087,0.08,-0.991273069902979
4.506122796058087,0.081,-0.9913900553225199
4.506122796058087,0.082,-0.9915060490971589
4.506122796058087,0.083,-0.9916210503380767
4.506122796058087,0.084,-0.9917350581692408
4.506122796058087,0.085,-0.9918480717274331
4.506122796058087,0.08600000000000001,-0.9919600901622772
4.506122796058087,0.08700000000000001,-0.9920711126362651
4.506122796058087,0.088,-0.9921811383247835
4.506122796058087,0.089,-0.9922901664161391
4.506122796058087,0.09,-0.9923981961115841
4.506122796058087,0.091,-0.9925052266253404
4.506122796058087,0.092,-0.992611257184624
4.506122796058087,0.093,-0.9927162870296682
4.506122796058087,0.094,-0.9928203154137468
4.506122796058087,0.095,-0.9929233416031966
4.506122796058087,0.096,-0.993025364877439
4.506122796058087,0.097,-0.9931263845290014
4.506122796058087,0.098,-0.9932263998635382
4.506122796058087,0.099,-0.9933254101998512
4.506122796058087,0.1,-0.9934234148699089
4.506122796058087,0.101,-0.993520413218866
4.506122796058087,0.10200000000000001,-0.9936164046050817
4.506122796058087,0.10300000000000001,-0.9937113884001382
4.506122796058087,0.10400000000000001,-0.9938053639888579
4.506122796058087,0.105,-0.9938983307693207
4.506122796058087,0.106,-0.9939902881528798
4.506122796058087,0.107,-0.9940812355641785
4.506122796058087,0.108,-0.9941711724411645
4.506122796058087,0.109,-0.9942600982351055
4.506122796058087,0.11,-0.9943480124106029
4.506122796058087,0.111,-0.9944349144456056
4.506122796058087,0.112,-0.9945208038314232
4.506122796058087,0.113,-0.9946056800727381
4.506122796058087,0.114,-0.994689542687618
4.506122796058087,0.115,-0.9947723912075271
4.506122796058087,0.116,-0.9948542251773368
4.506122796058087,0.117,-0.9949350441553361
4.506122796058087,0.11800000000000001,-0.9950148477132413
4.506122796058087,0.11900000000000001,-0.9950936354362053
4.506122796058087,0.12,-0.9951714069228259
4.506122796058087,0.121,-0.995248161785154
4.506122796058087,0.122,-0.995323899648701
4.506122796058087,0.123,-0.9953986201524461
4.506122796058087,0.124,-0.9954723229488417
4.506122796058087,0.125,-0.9955450077038203
4.506122796058087,0.126,-0.9956166740967988
4.506122796058087,0.127,-0.9956873218206836
4.506122796058087,0.128,-0.9957569505818749
4.506122796058087,0.129,-0.9958255601002693
4.506122796058087,0.13,-0.9958931501092639
4.506122796058087,0.131,-0.9959597203557577
4.506122796058087,0.132,-0.9960252706001542
4.506122796058087,0.133,-0.9960898006163621
4.506122796058087,0.134,-0.9961533101917961
4.506122796058087,0.135,-0.9962157991273773
4.506122796058087,0.136,-0.9962772672375326
4.506122796058087,0.137,-0.9963377143501936
4.506122796058087,0.138,-0.996397140306795
4.506122796058087,0.139,-0.9964555449622728
4.506122796058087,0.14,-0.9965129281850614
4.506122796058087,0.14100000000000001,-0.9965692898570903
4.506122796058087,0.14200000000000002,-0.9966246298737802
4.506122796058087,0.14300000000000002,-0.9966789481440391
4.506122796058087,0.14400000000000002,-0.996732244590257
4.506122796058087,0.145,-0.9967845191483002
4.506122796058087,0.146,-0.996835771767506
4.506122796058087,0.147,-0.9968860024106755
4.506122796058087,0.148,-0.9969352110540664
4.506122796058087,0.149,-0.9969833976873858
4.506122796058087,0.15,-0.9970305623137815
4.506122796058087,0.151,-0.9970767049498335
4.506122796058087,0.152,-0.9971218256255442
4.506122796058087,0.153,-0.9971659243843292
